			人口	人口	人口	人口	人口	人口	人口	人口	人口	人口
551	埼玉県	1975	3,479,152	1,340,136	256,014	75,699	4,856,005	4,821,340		2,215,570	49.5	50.5
552	埼玉県	1976	3,575,000	1,387,000	267,000		4,988,430	4,964,000			49.5	50.5
553	埼玉県	1977	3,667,000	1,420,000	278,000		5,104,846	5,091,000			49.5	50.5
554	埼玉県	1978	3,759,000	1,442,000	289,000		5,219,038	5,208,000			49.5	50.5
555	埼玉県	1979	3,855,000	1,454,000	301,000		5,328,412	5,318,000			49.5	50.5
556	埼玉県	1980	3,958,424	1,458,421	333,874	104,036	5,429,395	5,420,480		2,510,837	49.5	50.5
557	埼玉県	1981	4,051,000	1,467,000	351,000		5,528,710	5,520,000			49.5	50.5
558	埼玉県	1982	4,161,000	1,450,000	368,000		5,616,245	5,615,000			49.5	50.5
559	埼玉県	1983	4,265,000	1,429,000	383,000		5,697,850	5,700,000			49.5	50.5
560	埼玉県	1984	4,374,000	1,401,000	398,000		5,771,844	5,784,000			49.5	50.5
561	埼玉県	1985	4,480,672	1,380,180	420,099	145,294	5,856,231	5,863,678		2,854,633	49.5	50.5
562	埼玉県	1986	4,610,000	1,340,000	439,000		5,957,864	5,954,000			49.5	50.5
563	埼玉県	1987	4,764,000	1,299,000	460,000		6,078,396	6,071,000			49.4	50.6
564	埼玉県	1988	4,927,000	1,254,000	483,000		6,194,019	6,195,000			49.4	50.6
565	埼玉県	1989	5,079,000	1,211,000	508,000		6,294,960	6,308,000			49.4	50.6
566	埼玉県	1990	5,190,741	1,196,946	530,539	201,897	6,380,147	6,405,319		3,320,344	49.3	50.7
567	埼玉県	1991	5,315,000	1,168,000	560,000		6,465,317	6,486,000			49.3	50.7
568	埼玉県	1992	5,419,000	1,142,000	589,000		6,540,690	6,567,000			49.3	50.7
569	埼玉県	1993	5,514,000	1,118,000	618,000		6,611,935	6,640,000			49.3	50.7
570	埼玉県	1994	5,592,000	1,101,000	648,000		6,673,760	6,703,000			49.4	50.6
571	埼玉県	1995	5,658,117	1,090,395	681,172	256,014	6,718,268	6,759,311		3,674,571	49.4	50.6
572	埼玉県	1996	5,730,000	1,079,000	718,000		6,766,073	6,804,000			49.4	50.6
573	埼玉県	1997	5,786,000	1,066,000	755,000		6,804,517	6,841,000			49.5	50.5
574	埼玉県	1998	5,840,000	1,053,000	795,000		6,838,164	6,877,000			49.5	50.5
575	埼玉県	1999	5,888,000	1,041,000	835,000		6,870,003	6,906,000			49.5	50.5
576	埼玉県	2000	5,900,445	1,024,787	889,243	333,049	6,898,219	6,938,006		3,702,264	49.6	50.4
577	埼玉県	2001	5,958,000	1,019,000	945,000		6,926,514	6,977,000			49.5	50.5
578	埼玉県	2002	5,988,000	1,013,000	995,000		6,954,276	7,000,000			49.6	50.4
579	埼玉県	2003	6,022,000	1,007,000	1,046,000		6,980,889	7,028,000			49.6	50.4
580	埼玉県	2004	6,047,000	1,000,000	1,093,000		6,996,528	7,046,000			49.6	50.4
581	埼玉県	2005	6,049,259	986,361	1,157,006	443,862	7,019,919	7,054,243		3,720,823	49.6	50.4
582	埼玉県	2006	6,088,000	983,000	1,225,000		7,042,044	7,079,000			49.7	50.3
583	埼玉県	2007	6,112,000	978,000	1,294,000		7,067,336	7,106,000			49.7	50.3
584	埼玉県	2008	6,138,000	975,000	1,361,000		7,096,269	7,136,000			49.7	50.3
585	埼玉県	2009	6,161,000	969,000	1,427,000		7,123,084	7,161,000			49.8	50.2
586	埼玉県	2010	6,213,968	953,668	1,464,860	586,882	7,140,929	7,194,556		3,716,285	49.8	50.2
587	埼玉県	2011	6,258,000	949,000	1,506,000		7,149,503	7,207,000			49.9	50.1
588	埼玉県	2012	6,272,000	940,000	1,585,000		7,156,223	7,212,000	7,272,304		50.0	50.1
589	埼玉県	2013	6,288,000	934,000	1,661,000		7,168,616	7,222,000	7,288,848		50.0	50.0
590	埼玉県	2014	6,310,000	929,000	1,737,000		7,178,177	7,239,000	7,304,896		50.1	50.0
591	埼玉県	2015	6,295,909	910,805	1,788,735	766,125	7,186,890	7,266,534	7,323,413	3,639,844	50.1	49.9
592	埼玉県	2016	6,382,000	907,000	1,857,000		7,194,582	7,289,000	7,343,807		50.1	49.9
593	埼玉県	2017	4,700,000	899,000	1,900,000		7,198,829	7,310,000	7,363,011		50.1	49.8
594	埼玉県	2018	6,439,000	891,000	1,934,000		7,200,193	7,330,000	7,377,288		50.1	49.8
595	埼玉県	2019	6,469,000	881,000	1,961,000		7,197,793	7,350,000	7,390,054		50.1	49.8
596	埼玉県	2020	6,270,182	858,384	1,934,994	969,886	7,198,330	7,344,765	7,393,849	3,526,653	50.3	49.7
597	埼玉県	2021	6,480,000	860,000	2,000,000		7,191,831	7,340,000	7,385,848		50.3	49.7
598	埼玉県	2022	6,490,000	847,000	2,007,000		7,172,701	7,337,000	7,381,035		50.3	49.7
599	埼玉県	2023	6,501,000	831,000	2,012,000		7,148,405	7,331,000	7,378,639		50.3	49.7
600	埼玉県	2024	6,518,000	814,000	2,018,000			7,332,000				
601	千葉県	1975	3,046,606	1,099,590	261,205	83,072	4,190,127	4,149,147		1,919,343	49.5	50.5
602	千葉県	1976	3,131,000	1,133,000	273,000		4,303,865	4,267,000			49.5	50.5
603	千葉県	1977	3,217,000	1,160,000	283,000		4,430,827	4,382,000			49.6	50.4
604	千葉県	1978	3,316,000	1,185,000	294,000		4,554,034	4,508,000			49.6	50.4
605	千葉県	1979	3,414,000	1,202,000	306,000		4,672,147	4,626,000			49.7	50.3
606	千葉県	1980	3,506,288	1,224,914	330,188	111,048	4,772,792	4,735,424		2,203,907	49.7	50.3
607	千葉県	1981	3,587,000	1,245,000	345,000		4,866,194	4,834,000			49.7	50.3
608	千葉県	1982	3,678,000	1,241,000	360,000		4,951,439	4,923,000			49.7	50.3
609	千葉県	1983	3,766,000	1,233,000	374,000		5,025,015	5,005,000			49.7	50.3
610	千葉県	1984	3,852,000	1,218,000	387,000		5,092,217	5,079,000			49.7	50.3
611	千葉県	1985	3,954,554	1,191,814	407,095	147,826	5,161,206	5,148,163		2,487,246	49.7	50.3
612	千葉県	1986	4,055,000	1,161,000	424,000		5,235,663	5,219,000			49.7	50.3
613	千葉県	1987	4,169,000	1,129,000	442,000		5,326,658	5,307,000			49.7	50.3
614	千葉県	1988	4,297,000	1,095,000	463,000		5,415,037	5,403,000			49.6	50.4
615	千葉県	1989	4,412,000	1,060,000	484,000		5,488,123	5,487,000			49.6	50.4
616	千葉県	1990	4,504,082	1,034,308	509,837	200,163	5,550,380	5,555,429		2,846,255	49.5	50.5
617	千葉県	1991	4,608,000	1,006,000	538,000		5,614,107	5,617,000			49.5	50.5
618	千葉県	1992	4,693,000	980,000	566,000		5,672,846	5,679,000			49.5	50.5
619	千葉県	1993	4,767,000	954,000	593,000		5,717,741	5,731,000			49.5	50.5
620	千葉県	1994	4,822,000	932,000	621,000		5,751,764	5,767,000			49.5	50.5
621	千葉県	1995	4,876,527	915,719	651,789	249,877	5,778,793	5,797,782		3,124,931	49.6	50.4
622	千葉県	1996	4,925,000	899,000	684,000		5,806,680	5,817,000			49.6	50.4
623	千葉県	1997	4,970,000	882,000	717,000		5,834,275	5,839,000			49.6	50.4
624	千葉県	1998	5,019,000	868,000	752,000		5,863,182	5,867,000			49.7	50.3
625	千葉県	1999	5,065,000	855,000	786,000		5,893,166	5,893,000			49.7	50.3
626	千葉県	2000	5,072,942	842,534	837,017	320,913	5,920,398	5,926,285		3,122,015	49.8	50.2
627	千葉県	2001	5,131,000	837,000	887,000		5,950,584	5,970,000			49.8	50.2
628	千葉県	2002	5,163,000	832,000	933,000		5,978,287	5,998,000			49.8	50.2
629	千葉県	2003	5,198,000	826,000	977,000		6,001,032	6,030,000			49.9	50.1
630	千葉県	2004	5,217,000	822,000	1,015,000		6,014,584	6,047,000			49.9	50.1
631	千葉県	2005	5,214,943	819,348	1,060,343	428,657	6,035,658	6,056,462		3,123,763	50.0	50.0
632	千葉県	2006	5,254,000	820,000	1,118,000		6,058,248	6,084,000			50.0	50.0
633	千葉県	2007	5,279,000	819,000	1,176,000		6,090,799	6,119,000			50.1	49.9
634	千葉県	2008	5,302,000	820,000	1,233,000		6,124,453	6,153,000			50.1	49.9
635	千葉県	2009	5,322,000	817,000	1,291,000		6,149,799	6,180,000			50.1	49.9
636	千葉県	2010	5,329,180	799,646	1,320,120	554,260	6,161,921	6,216,289		3,089,184	50.2	49.8
637	千葉県	2011	5,413,000	801,000	1,370,000		6,147,619	6,214,000			50.2	49.8
638	千葉県	2012	5,403,000	791,000	1,437,000		6,136,250	6,195,000	6,240,455		50.3	49.8
639	千葉県	2013	5,408,000	785,000	1,505,000		6,141,503	6,192,000	6,247,860		50.3	49.8
640	千葉県	2014	5,419,000	778,000	1,571,000		6,142,717	6,197,000	6,254,106		50.3	49.8
641	千葉県	2015	5,364,231	762,112	1,584,419	695,819	6,145,670	6,222,666	6,265,899	3,003,786	50.2	49.8
642	千葉県	2016	5,473,000	762,000	1,655,000		6,152,877	6,236,000	6,283,602		50.3	49.8
643	千葉県	2017	5,491,000	755,000	1,692,000		6,155,641	6,246,000	6,298,992		50.4	49.8
644	千葉県	2018	5,506,000	748,000	1,721,000		6,157,685	6,255,000	6,311,190		50.5	49.8
645	千葉県	2019	5,520,000	739,000	1,743,000		6,154,626	6,259,000	6,319,772		50.5	49.8
646	千葉県	2020	5,415,682	734,496	1,699,991	859,767	6,155,715	6,284,480	6,322,897	2,976,343	50.4	49.6
647	千葉県	2021	5,548,000	727,000	1,748,000		6,148,040	6,275,000	6,310,875		50.4	49.6
648	千葉県	2022	5,549,000	717,000	1,753,000		6,131,705	6,266,000	6,310,075		50.5	49.5
649	千葉県	2023	5,554,000	703,000	1,756,000		6,110,275	6,257,000	6,310,158		50.5	49.5
650	千葉県	2024	5,563,000	688,000	1,759,000			6,251,000				
651	東京都	1975	9,092,027	2,564,449	731,808	219,521	11,373,339	11,673,554		5,763,642	49.3	50.7
652	東京都	1976	9,059,000	2,605,000	767,000		11,372,799	11,674,000			49.4	50.6
653	東京都	1977	9,028,000	2,621,000	804,000		11,369,566	11,669,000			49.5	50.5
654	東京都	1978	9,009,000	2,619,000	840,000		11,366,077	11,659,000			49.5	50.5
655	東京都	1979	8,999,000	2,597,000	876,000		11,357,337	11,637,000			49.6	50.4
656	東京都	1980	9,203,524	2,393,687	894,961	297,362	11,360,112	11,618,281		5,830,024	49.6	50.4
657	東京都	1981	9,292,000	2,343,000	925,000		11,384,152	11,626,000			49.6	50.4
658	東京都	1982	9,408,000	2,260,000	953,000		11,438,368	11,650,000			49.6	50.4
659	東京都	1983	9,542,000	2,185,000	980,000		11,503,544	11,700,000			49.6	50.4
660	東京都	1984	9,685,000	2,111,000	1,006,000		11,573,719	11,759,000			49.6	50.4
661	東京都	1985	9,694,149	2,125,337	1,055,850	391,150	11,648,803	11,829,363		6,229,170	49.7	50.3
662	東京都	1986	9,831,000	2,062,000	1,097,000		11,691,971	11,888,000			49.6	50.4
663	東京都	1987	9,906,000	1,991,000	1,139,000		11,680,282	11,887,000			49.6	50.4
664	東京都	1988	9,972,000	1,918,000	1,182,000		11,654,574	11,873,000			49.6	50.4
665	東京都	1989	10,040,000	1,845,000	1,229,000		11,639,293	11,863,000			49.6	50.4
666	東京都	1990	10,034,551	1,727,479	1,244,026	491,450	11,631,901	11,855,563		6,484,814	49.6	50.4
667	東京都	1991	10,176,000	1,711,000	1,311,000		11,633,582	11,894,000			49.6	50.3
668	東京都	1992	10,194,000	1,680,000	1,366,000		11,609,735	11,887,000			49.7	50.3
669	東京都	1993	10,187,000	1,644,000	1,421,000		11,573,029	11,849,000			49.8	50.2
670	東京都	1994	10,158,000	1,614,000	1,476,000		11,549,145	11,796,000			49.9	50.1
671	東京都	1995	10,235,794	1,499,126	1,530,695	588,724	11,542,468	11,773,605		6,631,849	49.9	50.1
672	東京都	1996	10,275,000	1,497,000	1,601,000		11,574,931	11,808,000			49.9	50.1
673	東京都	1997	10,312,000	1,496,000	1,673,000		11,624,986	11,881,000			49.9	50.1
674	東京都	1998	10,337,000	1,493,000	1,745,000		11,680,490	11,939,000			49.9	50.1
675	東京都	1999	10,351,000	1,486,000	1,808,000		11,743,189	11,983,000			50.0	50.0
676	東京都	2000	10,596,334	1,420,919	1,910,456	751,240	11,818,845	12,064,101		6,469,930	50.0	50.0
677	東京都	2001	10,698,000	1,440,000	2,005,000		11,905,712	12,165,000			50.1	49.9
678	東京都	2002	10,759,000	1,460,000	2,085,000		11,996,460	12,271,000			50.2	49.8
679	東京都	2003	10,835,000	1,475,000	2,163,000		12,082,143	12,388,000			50.2	49.8
680	東京都	2004	10,888,000	1,491,000	2,227,000		12,168,247	12,482,000			50.2	49.8
681	東京都	2005	10,991,119	1,424,667	2,295,527	977,183	12,273,376	12,576,601		6,269,592	50.2	49.8
682	東京都	2006	11,192,000	1,467,000	2,415,000		12,361,736	12,704,000			50.2	49.8
683	東京都	2007	11,265,000	1,494,000	2,509,000		12,462,196	12,848,000			50.3	49.7
684	東京都	2008	11,321,000	1,517,000	2,599,000		12,548,258	12,973,000			50.3	49.7
685	東京都	2009	11,342,000	1,526,000	2,685,000		12,609,912	13,048,000			50.4	49.6
686	東京都	2010	11,492,456	1,477,371	2,642,231	1,215,904	12,662,461	13,159,388		6,387,474	50.5	49.5
687	東京都	2011	11,705,000	1,491,000	2,713,000		12,699,271	13,196,000			50.6	49.4
688	東京都	2012	11,736,000	1,494,000	2,812,000		12,757,445	13,230,000	13,142,640		50.6	49.4
689	東京都	2013	11,797,000	1,503,000	2,914,000		12,807,627	13,300,000	13,202,037		50.7	49.4
690	東京都	2014	11,873,000	1,517,000	3,011,000		12,880,143	13,390,000	13,297,585		50.7	49.4
691	東京都	2015	11,739,671	1,518,130	3,005,516	1,437,599	12,966,307	13,515,271	13,415,349	6,094,436	50.7	49.3
692	東京都	2016	12,089,000	1,535,000	3,120,000		13,043,707	13,624,000	13,530,053		50.8	49.4
693	東京都	2017	12,181,000	1,542,000	3,160,000		13,115,844	13,724,000	13,637,346		50.9	49.4
694	東京都	2018	12,273,000	1,550,000	3,189,000		13,189,049	13,822,000	13,740,732		51.0	49.5
695	東京都	2019	12,367,000	1,553,000	3,209,000		13,257,596	13,921,000	13,834,925		51.1	49.5
696	東京都	2020	12,052,015	1,566,840	3,107,822	1,645,340	13,297,089	14,047,594	13,843,525	6,187,583	50.9	49.1
697	東京都	2021	12,457,000	1,553,000	3,202,000		13,277,052	14,010,000	13,794,933		50.9	49.1
698	東京都	2022	12,503,000	1,535,000	3,202,000		13,260,553	14,038,000	13,841,665		50.9	49.1
699	東京都	2023	12,573,000	1,513,000	3,205,000		13,264,486	14,086,000	13,911,902		50.9	49.1
700	東京都	2024	12,684,000	1,494,000	3,215,000			14,178,000				
701	神奈川県	1975	4,762,077	1,632,021	337,305	101,134	6,377,198	6,397,748		2,968,560	48.6	51.4
702	神奈川県	1976	4,829,000	1,675,000	355,000		6,490,077	6,510,000			48.7	51.3
703	神奈川県	1977	4,898,000	1,706,000	373,000		6,606,231	6,616,000			48.8	51.2
704	神奈川県	1978	4,983,000	1,729,000	393,000		6,724,865	6,728,000			48.9	51.1
705	神奈川県	1979	5,069,000	1,740,000	414,000		6,829,812	6,832,000			48.9	51.1
706	神奈川県	1980	5,215,590	1,703,063	443,048	141,297	6,927,153	6,924,348		3,220,673	48.9	51.1
707	神奈川県	1981	5,315,000	1,702,000	466,000		7,026,557	7,022,000			48.9	51.1
708	神奈川県	1982	5,440,000	1,676,000	488,000		7,131,242	7,127,000			48.9	51.1
709	神奈川県	1983	5,562,000	1,648,000	509,000		7,229,349	7,227,000			48.9	51.1
710	神奈川県	1984	5,690,000	1,615,000	529,000		7,323,074	7,328,000			48.8	51.2
711	神奈川県	1985	5,833,453	1,595,127	555,885	194,834	7,434,384	7,431,974		3,657,228	48.8	51.2
712	神奈川県	1986	5,992,000	1,550,000	584,000		7,557,205	7,553,000			48.8	51.2
713	神奈川県	1987	6,158,000	1,502,000	614,000		7,676,650	7,684,000			48.7	51.3
714	神奈川県	1988	6,307,000	1,453,000	644,000		7,769,277	7,794,000			48.7	51.3
715	神奈川県	1989	6,444,000	1,402,000	677,000		7,847,465	7,891,000			48.7	51.3
716	神奈川県	1990	6,579,041	1,375,769	704,596	268,219	7,931,520	7,980,391		4,157,079	48.6	51.4
717	神奈川県	1991	6,697,000	1,347,000	744,000		8,002,445	8,050,000			48.7	51.3
718	神奈川県	1992	6,784,000	1,320,000	785,000		8,057,454	8,116,000			48.7	51.3
719	神奈川県	1993	6,854,000	1,295,000	825,000		8,103,918	8,166,000			48.8	51.2
720	神奈川県	1994	6,907,000	1,277,000	867,000		8,143,569	8,207,000			48.9	51.1
721	神奈川県	1995	7,006,915	1,231,943	908,467	338,054	8,172,001	8,245,900		4,477,466	49.0	51.0
722	神奈川県	1996	7,061,000	1,221,000	958,000		8,217,426	8,279,000			49.0	51.0
723	神奈川県	1997	7,114,000	1,212,000	1,007,000		8,268,275	8,319,000			49.1	50.9
724	神奈川県	1998	7,184,000	1,208,000	1,061,000		8,324,355	8,383,000			49.1	50.9
725	神奈川県	1999	7,241,000	1,202,000	1,113,000		8,370,292	8,432,000			49.2	50.8
726	神奈川県	2000	7,290,998	1,184,231	1,169,528	439,858	8,425,783	8,489,974		4,459,024	49.2	50.8
727	神奈川県	2001	7,377,000	1,194,000	1,238,000		8,484,744	8,575,000			49.3	50.7
728	神奈川県	2002	7,425,000	1,200,000	1,299,000		8,546,857	8,636,000			49.3	50.7
729	神奈川県	2003	7,482,000	1,205,000	1,359,000		8,600,109	8,702,000			49.4	50.6
730	神奈川県	2004	7,524,000	1,209,000	1,414,000		8,644,031	8,753,000			49.4	50.6
731	神奈川県	2005	7,568,403	1,184,631	1,480,262	598,457	8,693,373	8,791,597		4,563,933	49.4	50.6
732	神奈川県	2006	7,636,000	1,193,000	1,561,000		8,741,025	8,846,000			49.5	50.5
733	神奈川県	2007	7,681,000	1,199,000	1,641,000		8,798,289	8,912,000			49.5	50.5
734	神奈川県	2008	7,715,000	1,202,000	1,715,000		8,848,329	8,965,000			49.6	50.4
735	神奈川県	2009	7,742,000	1,201,000	1,790,000		8,885,458	9,006,000			49.7	50.3
736	神奈川県	2010	7,808,360	1,187,743	1,819,503	788,522	8,906,590	9,048,331		4,400,199	49.8	50.2
737	神奈川県	2011	7,874,000	1,184,000	1,865,000		8,917,368	9,058,000			49.9	50.2
738	神奈川県	2012	7,890,000	1,178,000	1,948,000		8,924,132	9,067,000	9,083,643		49.9	50.1
739	神奈川県	2013	7,909,000	1,170,000	2,033,000		8,940,001	9,079,000	9,100,606		50.0	50.1
740	神奈川県	2014	7,935,000	1,161,000	2,115,000		8,950,660	9,096,000	9,116,666		50.0	50.0
741	神奈川県	2015	7,902,540	1,140,748	2,158,157	983,889	8,961,724	9,126,214	9,136,151	4,289,876	50.0	50.0
742	神奈川県	2016	8,010,000	1,135,000	2,232,000		8,969,530	9,145,000	9,155,389		50.1	49.9
743	神奈川県	2017	8,037,000	1,122,000	2,274,000		8,972,770	9,159,000	9,171,274		50.2	49.9
744	神奈川県	2018	8,066,000	1,111,000	2,305,000		8,976,954	9,177,000	9,189,521		50.3	49.9
745	神奈川県	2019	8,100,000	1,099,000	2,329,000		8,981,167	9,198,000	9,209,442		50.4	49.9
746	神奈川県	2020	7,937,496	1,085,763	2,308,578	1,201,665	8,993,479	9,237,337	9,220,245	4,311,871	50.3	49.7
747	神奈川県	2021	8,165,000	1,071,000	2,376,000		8,993,192	9,236,000	9,215,210		50.4	49.6
748	神奈川県	2022	8,180,000	1,053,000	2,383,000		8,972,702	9,232,000	9,212,003		50.4	49.6
749	神奈川県	2023	8,198,000	1,031,000	2,390,000		8,948,525	9,229,000	9,208,688		50.4	49.6
750	神奈川県	2024	8,217,000	1,008,000	2,400,000			9,225,000				
751	新潟県	1975	1,834,423	557,279	228,759	68,248	2,405,383	2,391,938		1,262,569	51.5	48.5
752	新潟県	1976	1,847,000	558,000	238,000		2,416,614	2,406,000			51.4	48.6
753	新潟県	1977	1,857,000	559,000	247,000		2,427,689	2,417,000			51.4	48.6
754	新潟県	1978	1,869,000	558,000	256,000		2,438,451	2,428,000			51.4	48.6
755	新潟県	1979	1,882,000	555,000	266,000		2,449,162	2,439,000			51.3	48.7
756	新潟県	1980	1,898,843	552,118	273,439	89,603	2,457,299	2,451,357		1,292,134	51.3	48.7
757	新潟県	1981	1,904,000	554,000	282,000		2,462,673	2,459,000			51.3	48.7
758	新潟県	1982	1,918,000	546,000	290,000		2,467,141	2,465,000			51.3	48.7
759	新潟県	1983	1,928,000	539,000	297,000		2,471,187	2,469,000			51.3	48.7
760	新潟県	1984	1,940,000	532,000	305,000		2,475,125	2,474,000			51.4	48.7
761	新潟県	1985	1,954,816	523,485	317,159	118,874	2,477,185	2,478,470		1,292,596	51.4	48.6
762	新潟県	1986	1,966,000	514,000	328,000		2,477,515	2,478,000			51.4	48.6
763	新潟県	1987	1,976,000	503,000	339,000		2,477,722	2,477,000			51.4	48.6
764	新潟県	1988	1,992,000	489,000	349,000		2,477,825	2,476,000			51.5	48.5
765	新潟県	1989	2,007,000	474,000	360,000		2,476,793	2,476,000			51.5	48.5
766	新潟県	1990	2,010,186	462,559	377,857	152,283	2,476,917	2,474,583		1,308,482	51.5	48.5
767	新潟県	1991	2,026,000	448,000	394,000		2,478,504	2,475,000			51.5	48.5
768	新潟県	1992	2,040,000	435,000	410,000		2,479,775	2,476,000			51.5	48.5
769	新潟県	1993	2,055,000	423,000	426,000		2,483,915	2,479,000			51.4	48.6
770	新潟県	1994	2,069,000	413,000	441,000		2,487,908	2,484,000			51.4	48.6
771	新潟県	1995	2,080,953	406,791	455,064	182,746	2,488,917	2,488,364		1,354,184	51.4	48.6
772	新潟県	1996	2,094,000	398,000	472,000		2,491,315	2,490,000			51.4	48.6
773	新潟県	1997	2,104,000	390,000	487,000		2,490,637	2,490,000			51.4	48.6
774	新潟県	1998	2,112,000	382,000	502,000		2,487,980	2,488,000			51.4	48.6
775	新潟県	1999	2,117,000	372,000	514,000		2,482,386	2,482,000			51.4	48.5
776	新潟県	2000	2,107,298	365,667	526,112	228,589	2,476,900	2,475,733		1,316,614	51.4	48.6
777	新潟県	2001	2,115,000	358,000	542,000		2,470,641	2,471,000			51.5	48.5
778	新潟県	2002	2,117,000	348,000	554,000		2,463,740	2,462,000			51.5	48.5
779	新潟県	2003	2,121,000	339,000	565,000		2,455,996	2,455,000			51.5	48.4
780	新潟県	2004	2,122,000	330,000	573,000		2,445,807	2,445,000			51.6	48.4
781	新潟県	2005	2,095,608	330,302	580,739	287,319	2,438,482	2,431,459		1,287,546	51.6	48.4
782	新潟県	2006	2,095,000	323,000	592,000		2,425,683	2,420,000			51.6	48.4
783	新潟県	2007	2,090,000	315,000	602,000		2,413,103	2,408,000			51.6	48.4
784	新潟県	2008	2,083,000	308,000	611,000		2,401,803	2,396,000			51.6	48.4
785	新潟県	2009	2,078,000	300,000	620,000		2,391,091	2,385,000			51.7	48.3
786	新潟県	2010	2,062,449	301,708	621,187	333,340	2,378,853	2,374,450		1,223,129	51.6	48.4
787	新潟県	2011	2,065,000	297,000	624,000		2,364,632	2,362,000			51.7	48.4
788	新潟県	2012	2,054,000	292,000	639,000		2,348,323	2,347,000	2,361,133		51.7	48.4
789	新潟県	2013	2,043,000	287,000	655,000		2,341,907	2,330,000	2,354,872		51.8	48.5
790	新潟県	2014	2,031,000	282,000	672,000		2,324,312	2,313,000	2,337,485		51.8	48.6
791	新潟県	2015	2,018,538	275,945	685,085	359,327	2,305,622	2,304,264	2,319,435	1,184,716	51.6	48.4
792	新潟県	2016	2,015,000	271,000	700,000		2,286,482	2,286,000	2,300,923		51.6	48.4
793	新潟県	2017	2,001,000	265,000	709,000		2,265,730	2,267,000	2,281,291		51.5	48.5
794	新潟県	2018	1,986,000	260,000	716,000		2,242,517	2,246,000	2,259,309		51.5	48.5
795	新潟県	2019	1,969,000	254,000	720,000		2,217,650	2,223,000	2,236,042		51.5	48.5
796	新潟県	2020	1,926,852	247,480	715,935	372,287	2,195,841	2,201,272	2,213,353	1,125,401	51.5	48.5
797	新潟県	2021	1,936,000	242,000	723,000		2,171,765	2,177,000	2,188,469		51.4	48.6
798	新潟県	2022	1,917,000	235,000	722,000		2,145,151	2,153,000	2,163,908		51.4	48.6
799	新潟県	2023	1,899,000	228,000	720,000		2,116,527	2,126,000	2,137,672		51.4	48.6
800	新潟県	2024	1,879,000	220,000	717,000			2,099,000				
801	富山県	1975	824,289	246,399	101,265	30,059	1,078,738	1,070,791		569,354	51.9	48.1
802	富山県	1976	829,000	249,000	105,000		1,086,220	1,079,000			51.8	48.1
803	富山県	1977	835,000	251,000	110,000		1,092,716	1,085,000			51.8	48.2
804	富山県	1978	840,000	251,000	114,000		1,098,796	1,092,000			51.7	48.3
805	富山県	1979	847,000	251,000	120,000		1,106,034	1,098,000			51.7	48.3
806	富山県	1980	853,506	249,935	123,407	40,159	1,109,160	1,103,459		585,297	51.7	48.3
807	富山県	1981	856,000	251,000	128,000		1,112,588	1,106,000			51.7	48.3
808	富山県	1982	863,000	247,000	132,000		1,115,590	1,110,000			51.7	48.2
809	富山県	1983	868,000	244,000	134,000		1,118,390	1,113,000			51.8	48.2
810	富山県	1984	876,000	240,000	138,000		1,121,377	1,116,000			51.8	48.2
811	富山県	1985	884,374	233,965	143,646	53,255	1,123,453	1,118,369		592,521	51.8	48.2
812	富山県	1986	891,000	227,000	148,000		1,124,167	1,119,000			51.8	48.2
813	富山県	1987	901,000	220,000	153,000		1,125,519	1,120,000			51.9	48.1
814	富山県	1988	909,000	211,000	157,000		1,125,014	1,120,000			51.9	48.1
815	富山県	1989	919,000	203,000	162,000		1,124,311	1,121,000			51.8	48.1
816	富山県	1990	923,027	195,598	168,946	70,362	1,124,430	1,120,161		606,155	51.9	48.1
817	富山県	1991	932,000	189,000	176,000		1,124,402	1,121,000			51.9	48.1
818	富山県	1992	938,000	182,000	182,000		1,123,681	1,120,000			51.9	48.1
819	富山県	1993	944,000	177,000	189,000		1,124,427	1,121,000			51.8	48.2
820	富山県	1994	950,000	172,000	196,000		1,125,999	1,121,000			51.9	48.2
821	富山県	1995	952,959	170,045	201,320	83,903	1,126,841	1,123,125		632,871	51.8	48.2
822	富山県	1996	958,000	167,000	209,000		1,127,643	1,125,000			51.8	48.2
823	富山県	1997	962,000	164,000	215,000		1,128,066	1,124,000			51.9	48.2
824	富山県	1998	965,000	162,000	222,000		1,126,782	1,124,000			51.8	48.1
825	富山県	1999	967,000	159,000	228,000		1,126,019	1,122,000			51.8	48.1
826	富山県	2000	963,274	157,179	232,733	101,784	1,124,414	1,120,851		619,025	51.8	48.2
827	富山県	2001	966,000	155,000	240,000		1,122,559	1,120,000			51.8	48.2
828	富山県	2002	966,000	153,000	246,000		1,120,843	1,118,000			51.8	48.2
829	富山県	2003	967,000	151,000	250,000		1,118,661	1,116,000			51.8	48.2
830	富山県	2004	968,000	149,000	254,000		1,116,387	1,115,000			51.8	48.2
831	富山県	2005	961,241	149,545	258,317	126,696	1,114,714	1,111,729		604,651	51.8	48.2
832	富山県	2006	962,000	148,000	265,000		1,110,713	1,110,000			51.8	48.2
833	富山県	2007	961,000	145,000	272,000		1,106,340	1,107,000			51.8	48.2
834	富山県	2008	959,000	143,000	278,000		1,101,637	1,103,000			51.8	48.2
835	富山県	2009	956,000	140,000	284,000		1,097,736	1,098,000			51.8	48.2
836	富山県	2010	947,174	141,936	285,102	146,983	1,092,885	1,093,247		576,413	51.8	48.2
837	富山県	2011	948,000	140,000	287,000		1,087,544	1,088,000			51.8	48.3
